,step1,step2,prediction,gold
202,13,8,yes,no
203,14,9,yes,no
204,5,0,yes,no
205,6,1,yes,no
206,7,2,yes,no
207,8,3,yes,no
208,4,9,yes,yes
209,10,5,yes,no
210,6,11,yes,yes
211,7,12,yes,yes
212,13,8,yes,no
213,14,9,yes,no
214,15,10,yes,no
215,16,11,yes,no
216,17,12,yes,no
217,0,5,yes,yes
218,1,6,yes,yes
219,2,7,yes,yes
220,8,3,yes,no
221,9,4,yes,no
222,5,10,yes,yes
223,6,11,yes,yes
224,12,7,yes,no
225,8,13,yes,yes
226,9,14,yes,yes
227,0,5,yes,yes
228,1,6,yes,yes
229,7,2,yes,no
230,8,3,yes,no
231,9,4,yes,no
232,5,10,yes,yes
233,11,6,yes,no
234,12,7,yes,no
235,13,8,yes,no
236,9,14,yes,yes
237,15,10,yes,no
238,11,16,yes,yes
239,12,17,yes,yes
240,18,13,yes,no
241,14,19,yes,yes
242,15,20,yes,yes
243,21,16,yes,no
244,22,17,yes,no
245,18,23,yes,yes
246,0,5,yes,yes
247,1,6,yes,yes
248,2,7,yes,yes
249,3,8,yes,yes
250,5,0,yes,no
251,6,1,yes,no
252,2,7,yes,yes
253,8,3,yes,no
254,4,9,yes,yes
255,10,5,yes,no
256,6,11,yes,yes
257,12,7,yes,no
258,13,8,yes,no
259,9,14,yes,yes
260,10,15,yes,yes
261,16,11,yes,no
262,12,17,yes,yes
263,13,18,yes,yes
264,19,14,yes,no
265,20,15,yes,no
266,21,16,yes,no
267,17,22,yes,yes
268,18,23,yes,yes
269,5,0,yes,no
270,1,6,yes,yes
271,7,2,yes,no
272,8,3,yes,no
273,9,4,yes,no
274,5,10,yes,yes
275,11,6,yes,no
276,7,12,yes,yes
277,8,13,yes,yes
278,14,9,yes,no
279,5,0,yes,no
280,6,1,yes,no
281,2,7,yes,yes
282,3,8,yes,yes
283,4,9,yes,yes
284,5,10,yes,yes
285,6,11,yes,yes
286,7,12,yes,yes
287,8,13,yes,yes
288,14,9,yes,no
289,0,5,yes,yes
290,6,1,yes,no
291,7,2,yes,no
292,8,3,yes,no
293,9,4,yes,no
294,10,5,yes,no
295,11,6,yes,no
296,12,7,yes,no
297,8,13,yes,yes
298,14,9,yes,no
299,10,15,yes,yes
300,16,11,yes,no
301,17,12,yes,no
302,13,18,yes,yes
303,14,19,yes,yes
304,15,20,yes,yes
305,5,0,yes,no
306,1,6,yes,yes
307,7,2,yes,no
308,8,3,yes,no
309,9,4,yes,no
310,10,5,yes,no
311,6,11,yes,yes
312,12,7,yes,no
313,8,13,yes,yes
314,9,14,yes,yes
315,15,10,yes,no
316,11,16,yes,yes
317,12,17,yes,yes
318,5,0,yes,no
319,6,1,yes,no
320,2,7,yes,yes
321,8,3,yes,no
322,9,4,yes,no
323,10,5,yes,no
324,11,6,yes,no
325,12,7,yes,no
326,13,8,yes,no
327,14,9,yes,no
328,10,15,yes,yes
329,16,11,yes,no
330,12,17,yes,yes
331,13,18,yes,yes
332,19,14,yes,no
333,20,15,yes,no
334,16,21,yes,yes
335,17,22,yes,yes
336,23,18,yes,no
337,0,5,yes,yes
338,1,6,yes,yes
339,7,2,yes,no
340,8,3,yes,no
341,9,4,yes,no
342,10,5,yes,no
343,11,6,yes,no
344,7,12,yes,yes
345,13,8,yes,no
346,14,9,yes,no
347,5,0,yes,no
348,6,1,yes,no
349,2,7,yes,yes
350,8,3,yes,no
351,4,9,yes,yes
352,5,10,yes,yes
353,6,11,yes,yes
354,7,12,yes,yes
355,13,8,yes,no
356,9,14,yes,yes
357,5,0,yes,no
358,6,1,yes,no
359,2,7,yes,yes
360,8,3,yes,no
361,4,9,yes,yes
362,5,10,yes,yes
363,11,6,yes,no
364,0,5,yes,yes
365,1,6,yes,yes
366,2,7,yes,yes
367,8,3,yes,no
368,9,4,yes,no
369,10,5,yes,no
370,11,6,yes,no
371,12,7,yes,no
372,13,8,yes,no
373,9,14,yes,yes
374,15,10,yes,no
375,16,11,yes,no
376,12,17,yes,yes
377,18,13,yes,no
378,19,14,yes,no
379,20,15,yes,no
380,16,21,yes,yes
381,17,22,yes,yes
382,18,23,yes,yes
383,24,19,yes,no
384,25,20,yes,no
385,26,21,yes,no
386,27,22,yes,no
387,28,23,yes,no
388,29,24,yes,no
389,30,25,yes,no
390,31,26,yes,no
391,32,27,yes,no
392,33,28,yes,no
393,29,34,yes,yes
394,35,30,yes,no
395,31,36,yes,yes
396,32,37,yes,yes
397,38,33,yes,no
398,0,5,yes,yes
399,1,6,yes,yes
400,2,7,yes,yes
401,8,3,yes,no
402,4,9,yes,yes
403,10,5,yes,no
404,11,6,yes,no
405,7,12,yes,yes
406,13,8,yes,no
407,9,14,yes,yes
408,10,15,yes,yes
409,11,16,yes,yes
410,12,17,yes,yes
411,18,13,yes,no
412,19,14,yes,no
413,20,15,yes,no
414,0,5,yes,yes
415,6,1,yes,no
416,7,2,yes,no
417,8,3,yes,no
418,4,9,yes,yes
419,10,5,yes,no
420,6,11,yes,yes
421,7,12,yes,yes
422,8,13,yes,yes
423,9,14,yes,yes
424,5,0,yes,no
425,6,1,yes,no
426,2,7,yes,yes
427,3,8,yes,yes
428,9,4,yes,no
429,5,10,yes,yes
430,11,6,yes,no
431,5,0,yes,no
432,1,6,yes,yes
433,7,2,yes,no
434,8,3,yes,no
435,9,4,yes,no
436,10,5,yes,no
437,11,6,yes,no
438,7,12,yes,yes
439,8,13,yes,yes
440,14,9,yes,no
441,0,5,yes,yes
442,6,1,yes,no
443,2,7,yes,yes
444,3,8,yes,yes
445,9,4,yes,no
446,5,10,yes,yes
447,11,6,yes,no
448,7,12,yes,yes
449,13,8,yes,no
450,9,14,yes,yes
451,10,15,yes,yes
452,11,16,yes,yes
453,12,17,yes,yes
454,5,0,yes,no
455,6,1,yes,no
456,2,7,yes,yes
457,8,3,yes,no
458,4,9,yes,yes
459,5,10,yes,yes
460,6,11,yes,yes
461,7,12,yes,yes
462,13,8,yes,no
463,14,9,yes,no
464,10,15,yes,yes
465,11,16,yes,yes
466,17,12,yes,no
467,18,13,yes,no
468,19,14,yes,no
469,20,15,yes,no
470,21,16,yes,no
471,17,22,yes,yes
472,23,18,yes,no
473,5,0,yes,no
474,6,1,yes,no
475,2,7,yes,yes
476,3,8,yes,yes
477,5,0,yes,no
478,1,6,yes,yes
479,7,2,yes,no
480,3,8,yes,yes
481,9,4,yes,no
482,10,5,yes,no
483,6,11,yes,yes
484,7,12,yes,yes
485,13,8,yes,no
486,14,9,yes,no
487,0,5,yes,yes
488,6,1,yes,no
489,2,7,yes,yes
490,3,8,yes,yes
491,4,9,yes,yes
492,10,5,yes,no
493,6,11,yes,yes
494,7,12,yes,yes
495,8,13,yes,yes
496,14,9,yes,no
497,0,5,yes,yes
498,1,6,yes,yes
499,7,2,yes,no
500,3,8,yes,yes
501,5,0,yes,no
502,0,5,yes,yes
503,6,1,yes,no
504,2,7,yes,yes
505,3,8,yes,yes
506,9,4,yes,no
507,10,5,yes,no
508,6,11,yes,yes
509,12,7,yes,no
510,8,13,yes,yes
511,9,14,yes,yes
512,15,10,yes,no
513,11,16,yes,yes
514,17,12,yes,no
515,13,18,yes,yes
516,19,14,yes,no
517,20,15,yes,no
518,16,21,yes,yes
519,22,17,yes,no
520,18,23,yes,yes
521,5,0,yes,no
522,6,1,yes,no
523,2,7,yes,yes
524,8,3,yes,no
525,9,4,yes,no
526,5,10,yes,yes
527,6,11,yes,yes
528,7,12,yes,yes
529,13,8,yes,no
530,14,9,yes,no
531,10,15,yes,yes
532,16,11,yes,no
533,12,17,yes,yes
534,18,13,yes,no
535,19,14,yes,no
536,20,15,yes,no
537,0,5,yes,yes
538,1,6,yes,yes
539,7,2,yes,no
540,8,3,yes,no
541,4,9,yes,yes
542,10,5,yes,no
543,11,6,yes,no
544,7,12,yes,yes
545,13,8,yes,no
546,9,14,yes,yes
547,15,10,yes,no
548,11,16,yes,yes
549,12,17,yes,yes
550,18,13,yes,no
551,14,19,yes,yes
552,20,15,yes,no
553,16,21,yes,yes
554,17,22,yes,yes
555,23,18,yes,no
556,5,0,yes,no
557,6,1,yes,no
558,2,7,yes,yes
559,3,8,yes,yes
560,9,4,yes,no
561,5,10,yes,yes
562,11,6,yes,no
563,7,12,yes,yes
564,8,13,yes,yes
565,9,14,yes,yes
566,15,10,yes,no
567,11,16,yes,yes
568,12,17,yes,yes
569,5,0,yes,no
570,6,1,yes,no
571,7,2,yes,no
572,3,8,yes,yes
573,9,4,yes,no
574,10,5,yes,no
575,6,11,yes,yes
576,7,12,yes,yes
577,8,13,yes,yes
578,9,14,yes,yes
579,15,10,yes,no
580,11,16,yes,yes
581,12,17,yes,yes
582,13,18,yes,yes
583,14,19,yes,yes
584,20,15,yes,no
585,21,16,yes,no
586,22,17,yes,no
587,18,23,yes,yes
588,5,0,yes,no
589,6,1,yes,no
590,2,7,yes,yes
591,3,8,yes,yes
592,4,9,yes,yes
593,10,5,yes,no
594,11,6,yes,no
595,12,7,yes,no
596,13,8,yes,no
597,14,9,yes,no
598,10,15,yes,yes
599,11,16,yes,yes
600,12,17,yes,yes
601,13,18,yes,yes
602,19,14,yes,no
603,20,15,yes,no
604,16,21,yes,yes
605,17,22,yes,yes
606,18,23,yes,yes
607,24,19,yes,no
608,20,25,yes,yes
609,21,26,yes,yes
610,27,22,yes,no
611,28,23,yes,no
612,24,29,yes,yes
613,30,25,yes,no
614,31,26,yes,no
615,27,32,yes,yes
616,33,28,yes,no
617,34,29,yes,no
618,30,35,yes,yes
619,31,36,yes,yes
620,32,37,yes,yes
621,38,33,yes,no
622,0,5,yes,yes
623,6,1,yes,no
624,7,2,yes,no
625,3,8,yes,yes
626,9,4,yes,no
627,10,5,yes,no
628,11,6,yes,no
629,5,0,yes,no
630,6,1,yes,no
631,7,2,yes,no
632,3,8,yes,yes
633,9,4,yes,no
634,5,10,yes,yes
635,11,6,yes,no
636,12,7,yes,no
637,8,13,yes,yes
638,14,9,yes,no
639,0,5,yes,yes
640,1,6,yes,yes
641,7,2,yes,no
642,3,8,yes,yes
643,9,4,yes,no
644,10,5,yes,no
645,11,6,yes,no
646,0,5,yes,yes
647,6,1,yes,no
648,2,7,yes,yes
649,3,8,yes,yes
650,4,9,yes,yes
651,10,5,yes,no
652,6,11,yes,yes
653,5,0,yes,no
654,6,1,yes,no
655,7,2,yes,no
656,8,3,yes,no
657,9,4,yes,no
658,10,5,yes,no
659,11,6,yes,no
660,12,7,yes,no
661,8,13,yes,yes
662,14,9,yes,no
663,15,10,yes,no
664,11,16,yes,yes
665,17,12,yes,no
666,13,18,yes,yes
667,19,14,yes,no
668,20,15,yes,no
669,21,16,yes,no
670,22,17,yes,no
671,23,18,yes,no
672,24,19,yes,no
673,25,20,yes,no
674,26,21,yes,no
675,27,22,yes,no
676,23,28,yes,yes
677,29,24,yes,no
678,30,25,yes,no
679,26,31,yes,yes
680,27,32,yes,yes
681,0,5,yes,yes
682,6,1,yes,no
683,7,2,yes,no
684,3,8,yes,yes
685,4,9,yes,yes
686,10,5,yes,no
687,11,6,yes,no
688,12,7,yes,no
689,13,8,yes,no
690,14,9,yes,no
691,10,15,yes,yes
692,16,11,yes,no
693,17,12,yes,no
694,5,0,yes,no
695,1,6,yes,yes
696,2,7,yes,yes
697,8,3,yes,no
698,4,9,yes,yes
699,10,5,yes,no
700,11,6,yes,no
701,12,7,yes,no
702,13,8,yes,no
703,14,9,yes,no
704,10,15,yes,yes
705,11,16,yes,yes
706,17,12,yes,no
707,18,13,yes,no
708,14,19,yes,yes
709,15,20,yes,yes
710,5,0,yes,no
711,1,6,yes,yes
712,7,2,yes,no
713,3,8,yes,yes
714,9,4,yes,no
715,5,10,yes,yes
716,6,11,yes,yes
717,7,12,yes,yes
718,13,8,yes,no
719,14,9,yes,no
720,5,0,yes,no
721,1,6,yes,yes
722,7,2,yes,no
723,8,3,yes,no
724,4,9,yes,yes
725,5,10,yes,yes
726,11,6,yes,no
727,12,7,yes,no
728,8,13,yes,yes
729,9,14,yes,yes
730,10,15,yes,yes
731,11,16,yes,yes
732,12,17,yes,yes
733,13,18,yes,yes
734,14,19,yes,yes
735,15,20,yes,yes
736,21,16,yes,no
737,22,17,yes,no
738,18,23,yes,yes
739,0,5,yes,yes
740,1,6,yes,yes
741,2,7,yes,yes
742,3,8,yes,yes
743,9,4,yes,no
744,10,5,yes,no
745,11,6,yes,no
746,12,7,yes,no
747,13,8,yes,no
748,14,9,yes,no
749,15,10,yes,no
750,11,16,yes,yes
751,12,17,yes,yes
752,18,13,yes,no
753,14,19,yes,yes
754,15,20,yes,yes
755,21,16,yes,no
756,22,17,yes,no
757,23,18,yes,no
758,5,0,yes,no
759,6,1,yes,no
760,7,2,yes,no
761,3,8,yes,yes
762,4,9,yes,yes
763,10,5,yes,no
764,6,11,yes,yes
765,0,5,yes,yes
766,6,1,yes,no
767,7,2,yes,no
768,8,3,yes,no
769,9,4,yes,no
770,5,10,yes,yes
771,11,6,yes,no
772,7,12,yes,yes
773,13,8,yes,no
774,14,9,yes,no
775,10,15,yes,yes
776,16,11,yes,no
777,12,17,yes,yes
778,5,0,yes,no
779,6,1,yes,no
780,7,2,yes,no
781,3,8,yes,yes
782,9,4,yes,no
783,5,10,yes,yes
784,11,6,yes,no
785,7,12,yes,yes
786,8,13,yes,yes
787,9,14,yes,yes
788,0,5,yes,yes
789,6,1,yes,no
790,7,2,yes,no
791,8,3,yes,no
792,4,9,yes,yes
793,5,10,yes,yes
794,6,11,yes,yes
795,7,12,yes,yes
796,8,13,yes,yes
797,9,14,yes,yes
798,15,10,yes,no
799,16,11,yes,no
800,12,17,yes,yes
801,18,13,yes,no
802,19,14,yes,no
803,15,20,yes,yes
804,16,21,yes,yes
805,22,17,yes,no
806,23,18,yes,no
807,5,0,yes,no
808,6,1,yes,no
809,7,2,yes,no
810,3,8,yes,yes
811,9,4,yes,no
812,10,5,yes,no
813,11,6,yes,no
814,7,12,yes,yes
815,8,13,yes,yes
816,9,14,yes,yes
817,15,10,yes,no
818,11,16,yes,yes
819,17,12,yes,no
820,13,18,yes,yes
821,19,14,yes,no
822,15,20,yes,yes
823,21,16,yes,no
824,22,17,yes,no
825,18,23,yes,yes
826,0,5,yes,yes
827,6,1,yes,no
828,7,2,yes,no
829,3,8,yes,yes
830,4,9,yes,yes
831,10,5,yes,no
832,6,11,yes,yes
833,7,12,yes,yes
834,8,13,yes,yes
835,9,14,yes,yes
836,15,10,yes,no
837,11,16,yes,yes
838,12,17,yes,yes
839,18,13,yes,no
840,19,14,yes,no
841,15,20,yes,yes
842,16,21,yes,yes
843,17,22,yes,yes
844,18,23,yes,yes
845,5,0,yes,no
846,1,6,yes,yes
847,2,7,yes,yes
848,3,8,yes,yes
849,4,9,yes,yes
850,10,5,yes,no
851,6,11,yes,yes
852,7,12,yes,yes
853,13,8,yes,no
854,14,9,yes,no
855,10,15,yes,yes
856,16,11,yes,no
857,17,12,yes,no
858,13,18,yes,yes
859,14,19,yes,yes
860,20,15,yes,no
861,5,0,yes,no
862,6,1,yes,no
863,2,7,yes,yes
864,8,3,yes,no
865,9,4,yes,no
866,10,5,yes,no
867,11,6,yes,no
868,12,7,yes,no
869,13,8,yes,no
870,9,14,yes,yes
871,5,0,yes,no
872,6,1,yes,no
873,7,2,yes,no
874,8,3,yes,no
875,9,4,yes,no
876,5,10,yes,yes
877,6,11,yes,yes
878,7,12,yes,yes
879,8,13,yes,yes
880,14,9,yes,no
881,5,0,yes,no
882,6,1,yes,no
883,7,2,yes,no
884,8,3,yes,no
885,9,4,yes,no
886,5,10,yes,yes
887,6,11,yes,yes
888,12,7,yes,no
889,13,8,yes,no
890,14,9,yes,no
891,10,15,yes,yes
892,11,16,yes,yes
893,12,17,yes,yes
894,13,18,yes,yes
895,14,19,yes,yes
896,15,20,yes,yes
897,0,5,yes,yes
898,6,1,yes,no
899,7,2,yes,no
900,8,3,yes,no
901,9,4,yes,no
902,5,10,yes,yes
903,11,6,yes,no
904,7,12,yes,yes
905,8,13,yes,yes
906,14,9,yes,no
907,5,0,yes,no
908,6,1,yes,no
909,7,2,yes,no
910,3,8,yes,yes
911,9,4,yes,no
912,5,10,yes,yes
913,11,6,yes,no
914,7,12,yes,yes
915,8,13,yes,yes
916,9,14,yes,yes
917,15,10,yes,no
918,11,16,yes,yes
919,17,12,yes,no
920,18,13,yes,no
921,14,19,yes,yes
922,20,15,yes,no
923,21,16,yes,no
924,17,22,yes,yes
925,18,23,yes,yes
926,19,24,yes,yes
927,25,20,yes,no
928,26,21,yes,no
929,22,27,yes,yes
930,28,23,yes,no
931,24,29,yes,yes
932,5,0,yes,no
933,6,1,yes,no
934,7,2,yes,no
935,8,3,yes,no
936,9,4,yes,no
937,5,10,yes,yes
938,11,6,yes,no
939,0,5,yes,yes
940,1,6,yes,yes
941,7,2,yes,no
942,3,8,yes,yes
943,9,4,yes,no
944,10,5,yes,no
945,11,6,yes,no
946,12,7,yes,no
947,8,13,yes,yes
948,9,14,yes,yes
949,15,10,yes,no
950,11,16,yes,yes
951,17,12,yes,no
952,13,18,yes,yes
953,14,19,yes,yes
954,15,20,yes,yes
955,16,21,yes,yes
956,22,17,yes,no
957,23,18,yes,no
958,0,5,yes,yes
959,6,1,yes,no
960,2,7,yes,yes
961,3,8,yes,yes
962,4,9,yes,yes
963,5,10,yes,yes
964,6,11,yes,yes
965,7,12,yes,yes
966,8,13,yes,yes
967,14,9,yes,no
968,15,10,yes,no
969,11,16,yes,yes
970,12,17,yes,yes
971,13,18,yes,yes
972,19,14,yes,no
973,20,15,yes,no
974,21,16,yes,no
975,22,17,yes,no
976,18,23,yes,yes
977,19,24,yes,yes
978,20,25,yes,yes
979,26,21,yes,no
980,5,0,yes,no
981,1,6,yes,yes
982,7,2,yes,no
983,3,8,yes,yes
984,4,9,yes,yes
985,10,5,yes,no
986,11,6,yes,no
987,12,7,yes,no
988,13,8,yes,no
989,9,14,yes,yes
990,10,15,yes,yes
991,11,16,yes,yes
992,12,17,yes,yes
993,18,13,yes,no
994,19,14,yes,no
995,20,15,yes,no
996,21,16,yes,no
997,17,22,yes,yes
998,23,18,yes,no
999,19,24,yes,yes
1000,25,20,yes,no
1001,26,21,yes,no
1002,27,22,yes,no
1003,28,23,yes,no
1004,24,29,yes,yes
1005,0,5,yes,yes
1006,6,1,yes,no
1007,7,2,yes,no
1008,3,8,yes,yes
1009,4,9,yes,yes
1010,5,10,yes,yes
1011,11,6,yes,no
1012,12,7,yes,no
1013,13,8,yes,no
1014,14,9,yes,no
1015,5,0,yes,no
1016,1,6,yes,yes
1017,7,2,yes,no
1018,8,3,yes,no
1019,4,9,yes,yes
1020,5,10,yes,yes
1021,11,6,yes,no
1022,12,7,yes,no
1023,8,13,yes,yes
1024,9,14,yes,yes
1025,10,15,yes,yes
1026,11,16,yes,yes
1027,12,17,yes,yes
1028,18,13,yes,no
1029,19,14,yes,no
1030,15,20,yes,yes
1031,5,0,yes,no
1032,1,6,yes,yes
1033,2,7,yes,yes
1034,3,8,yes,yes
1035,4,9,yes,yes
1036,10,5,yes,no
1037,6,11,yes,yes
1038,5,0,yes,no
1039,6,1,yes,no
1040,2,7,yes,yes
1041,8,3,yes,no
1042,9,4,yes,no
1043,5,10,yes,yes
1044,11,6,yes,no
1045,12,7,yes,no
1046,8,13,yes,yes
1047,14,9,yes,no
1048,10,15,yes,yes
1049,16,11,yes,no
1050,12,17,yes,yes
1051,18,13,yes,no
1052,14,19,yes,yes
1053,15,20,yes,yes
1054,16,21,yes,yes
1055,17,22,yes,yes
1056,18,23,yes,yes
1057,24,19,yes,no
1058,25,20,yes,no
1059,21,26,yes,yes
1060,0,5,yes,yes
1061,1,6,yes,yes
1062,2,7,yes,yes
1063,3,8,yes,yes
1064,4,9,yes,yes
1065,5,10,yes,yes
1066,11,6,yes,no
1067,12,7,yes,no
1068,13,8,yes,no
1069,14,9,yes,no
1070,10,15,yes,yes
1071,16,11,yes,no
1072,17,12,yes,no
1073,5,0,yes,no
1074,6,1,yes,no
1075,2,7,yes,yes
1076,3,8,yes,yes
1077,4,9,yes,yes
1078,5,10,yes,yes
1079,6,11,yes,yes
1080,7,12,yes,yes
1081,8,13,yes,yes
1082,9,14,yes,yes
1083,15,10,yes,no
1084,16,11,yes,no
1085,17,12,yes,no
1086,18,13,yes,no
1087,19,14,yes,no
1088,15,20,yes,yes
1089,21,16,yes,no
1090,22,17,yes,no
1091,23,18,yes,no
1092,19,24,yes,yes
1093,20,25,yes,yes
1094,26,21,yes,no
1095,5,0,yes,no
1096,1,6,yes,yes
1097,7,2,yes,no
1098,8,3,yes,no
1099,9,4,yes,no
1100,5,10,yes,yes
1101,6,11,yes,yes
1102,7,12,yes,yes
1103,13,8,yes,no
1104,14,9,yes,no
1105,5,0,yes,no
1106,6,1,yes,no
1107,2,7,yes,yes
1108,8,3,yes,no
1109,9,4,yes,no
1110,10,5,yes,no
1111,6,11,yes,yes
1112,12,7,yes,no
1113,13,8,yes,no
1114,14,9,yes,no
1115,15,10,yes,no
1116,11,16,yes,yes
1117,17,12,yes,no
1118,13,18,yes,yes
1119,19,14,yes,no
1120,20,15,yes,no
1121,21,16,yes,no
1122,17,22,yes,yes
1123,18,23,yes,yes
1124,19,24,yes,yes
1125,25,20,yes,no
1126,26,21,yes,no
1127,5,0,yes,no
1128,1,6,yes,yes
1129,7,2,yes,no
1130,8,3,yes,no
1131,9,4,yes,no
1132,5,10,yes,yes
1133,11,6,yes,no
1134,7,12,yes,yes
1135,8,13,yes,yes
1136,14,9,yes,no
1137,10,15,yes,yes
1138,16,11,yes,no
1139,12,17,yes,yes
1140,13,18,yes,yes
1141,19,14,yes,no
1142,20,15,yes,no
1143,21,16,yes,no
1144,17,22,yes,yes
1145,18,23,yes,yes
1146,5,0,yes,no
1147,6,1,yes,no
1148,7,2,yes,no
1149,8,3,yes,no
1150,9,4,yes,no
1151,10,5,yes,no
1152,6,11,yes,yes
1153,7,12,yes,yes
1154,13,8,yes,no
1155,9,14,yes,yes
1156,15,10,yes,no
1157,16,11,yes,no
1158,17,12,yes,no
1159,18,13,yes,no
1160,19,14,yes,no
1161,20,15,yes,no
1162,5,0,yes,no
1163,6,1,yes,no
1164,2,7,yes,yes
1165,8,3,yes,no
1166,4,9,yes,yes
1167,5,10,yes,yes
1168,6,11,yes,yes
1169,7,12,yes,yes
1170,8,13,yes,yes
1171,14,9,yes,no
1172,15,10,yes,no
1173,11,16,yes,yes
1174,12,17,yes,yes
1175,18,13,yes,no
1176,19,14,yes,no
1177,20,15,yes,no
1178,21,16,yes,no
1179,22,17,yes,no
1180,18,23,yes,yes
1181,19,24,yes,yes
1182,20,25,yes,yes
1183,26,21,yes,no
1184,27,22,yes,no
1185,28,23,yes,no
1186,29,24,yes,no
1187,30,25,yes,no
1188,26,31,yes,yes
1189,32,27,yes,no
1190,28,33,yes,yes
1191,29,34,yes,yes
1192,35,30,yes,no
1193,36,31,yes,no
1194,32,37,yes,yes
1195,38,33,yes,no
1196,0,5,yes,yes
1197,6,1,yes,no
1198,2,7,yes,yes
1199,8,3,yes,no
