,step1,step2,prediction,gold
317,22,23,no,no
318,1,0,no,yes
319,2,1,no,yes
320,2,3,no,no
321,4,3,no,yes
322,5,4,no,yes
323,6,5,no,yes
324,7,6,no,yes
325,8,7,no,yes
326,1,0,no,yes
327,2,1,no,yes
328,2,3,no,no
329,4,3,no,yes
330,4,5,no,no
331,5,6,no,no
332,7,6,no,yes
333,8,7,no,yes
334,8,9,no,no
335,9,10,no,no
336,11,10,no,yes
337,11,12,no,no
338,12,13,no,no
339,14,13,no,yes
340,15,14,no,yes
341,16,15,no,yes
342,17,16,no,yes
343,18,17,no,yes
344,18,19,no,no
345,20,19,no,yes
346,21,20,no,yes
347,22,21,no,yes
348,23,22,yes,yes
349,0,1,no,no
350,2,1,no,yes
351,2,3,no,no
352,3,4,no,no
353,4,5,no,no
354,5,6,no,no
355,7,6,no,yes
356,7,8,no,no
357,9,8,no,yes
358,10,9,no,yes
359,10,11,no,no
360,12,11,no,yes
361,12,13,no,no
362,13,14,no,no
363,1,0,no,yes
364,1,2,no,no
365,2,3,no,no
366,3,4,no,no
367,5,4,yes,yes
368,6,5,no,yes
369,7,6,no,yes
370,8,7,no,yes
371,9,8,no,yes
372,10,9,no,yes
373,10,11,no,no
374,12,11,no,yes
375,13,12,no,yes
376,13,14,no,no
377,1,0,no,yes
378,2,1,no,yes
379,3,2,no,yes
380,3,4,no,no
381,4,5,no,no
382,5,6,no,no
383,7,6,no,yes
384,8,7,no,yes
385,9,8,no,yes
386,10,9,no,yes
387,11,10,no,yes
388,12,11,no,yes
389,13,12,no,yes
390,14,13,no,yes
391,15,14,no,yes
392,16,15,no,yes
393,16,17,no,no
394,18,17,no,yes
395,18,19,no,no
396,19,20,no,no
397,1,0,no,yes
398,1,2,no,no
399,2,3,no,no
400,3,4,no,no
401,5,4,no,yes
402,5,6,no,no
403,7,6,yes,yes
404,8,7,no,yes
405,8,9,no,no
406,10,9,no,yes
407,10,11,no,no
408,11,12,no,no
409,12,13,no,no
410,13,14,no,no
411,15,14,no,yes
412,16,15,no,yes
413,17,16,yes,yes
414,0,1,no,no
415,2,1,no,yes
416,3,2,no,yes
417,4,3,no,yes
418,4,5,no,no
419,6,5,no,yes
420,6,7,no,no
421,7,8,no,no
422,8,9,no,no
423,9,10,no,no
424,11,10,no,yes
425,12,11,no,yes
426,12,13,no,no
427,13,14,yes,no
428,15,14,yes,yes
429,15,16,no,no
430,17,16,no,yes
431,18,17,no,yes
432,18,19,no,no
433,20,19,no,yes
434,21,20,no,yes
435,22,21,no,yes
436,23,22,yes,yes
437,1,0,no,yes
438,1,2,no,no
439,2,3,no,no
440,4,3,no,yes
441,4,5,no,no
442,6,5,no,yes
443,6,7,no,no
444,7,8,no,no
445,9,8,no,yes
446,9,10,no,no
447,11,10,no,yes
448,11,12,no,no
449,13,12,no,yes
450,13,14,no,no
451,0,1,no,no
452,1,2,no,no
453,2,3,no,no
454,4,3,no,yes
455,5,4,no,yes
456,5,6,no,no
457,7,6,no,yes
458,7,8,no,no
459,8,9,no,no
460,9,10,no,no
461,10,11,no,no
462,12,11,no,yes
463,13,12,yes,yes
464,13,14,no,no
465,0,1,no,no
466,2,1,no,yes
467,3,2,no,yes
468,4,3,no,yes
469,5,4,no,yes
470,6,5,no,yes
471,6,7,no,no
472,8,7,no,yes
473,9,8,no,yes
474,10,9,no,yes
475,10,11,no,no
476,0,1,no,no
477,2,1,no,yes
478,2,3,no,no
479,4,3,no,yes
480,4,5,no,no
481,6,5,no,yes
482,7,6,no,yes
483,7,8,no,no
484,8,9,no,no
485,10,9,no,yes
486,11,10,no,yes
487,11,12,no,no
488,13,12,no,yes
489,13,14,no,no
490,14,15,no,no
491,15,16,no,no
492,17,16,no,yes
493,17,18,no,no
494,18,19,no,no
495,19,20,no,no
496,21,20,no,yes
497,21,22,no,no
498,22,23,no,no
499,24,23,no,yes
500,24,25,no,no
501,26,25,no,yes
502,26,27,no,no
503,28,27,no,yes
504,28,29,no,no
505,29,30,no,no
506,31,30,no,yes
507,32,31,no,yes
508,32,33,no,no
509,34,33,no,yes
510,34,35,no,no
511,35,36,no,no
512,37,36,no,yes
513,37,38,no,no
514,1,0,no,yes
515,1,2,no,no
516,3,2,no,yes
517,4,3,no,yes
518,4,5,no,no
519,6,5,no,yes
520,6,7,no,no
521,8,7,no,yes
522,9,8,yes,yes
523,9,10,no,no
524,11,10,no,yes
525,12,11,no,yes
526,12,13,no,no
527,13,14,no,no
528,14,15,no,no
529,16,15,no,yes
530,17,16,no,yes
531,17,18,no,no
532,19,18,no,yes
533,19,20,no,no
534,1,0,no,yes
535,2,1,no,yes
536,3,2,no,yes
537,3,4,no,no
538,4,5,no,no
539,6,5,no,yes
540,7,6,no,yes
541,7,8,no,no
542,9,8,no,yes
543,10,9,no,yes
544,10,11,no,no
545,12,11,no,yes
546,12,13,no,no
547,14,13,no,yes
548,0,1,no,no
549,1,2,no,no
550,3,2,no,yes
551,3,4,no,no
552,5,4,no,yes
553,5,6,no,no
554,6,7,no,no
555,8,7,no,yes
556,9,8,no,yes
557,10,9,no,yes
558,10,11,no,no
559,0,1,no,no
560,2,1,no,yes
561,2,3,no,no
562,4,3,no,yes
563,4,5,no,no
564,5,6,no,no
565,6,7,no,no
566,8,7,no,yes
567,8,9,no,no
568,9,10,no,no
569,11,10,no,yes
570,12,11,no,yes
571,13,12,no,yes
572,13,14,no,no
573,1,0,no,yes
574,2,1,no,yes
575,2,3,no,no
576,3,4,no,no
577,4,5,no,no
578,5,6,no,no
579,7,6,no,yes
580,7,8,no,no
581,8,9,no,no
582,9,10,no,no
583,10,11,no,no
584,12,11,no,yes
585,13,12,no,yes
586,14,13,no,yes
587,14,15,no,no
588,16,15,no,yes
589,17,16,no,yes
590,0,1,no,no
591,1,2,no,no
592,2,3,no,no
593,4,3,no,yes
594,5,4,no,yes
595,6,5,no,yes
596,7,6,no,yes
597,8,7,no,yes
598,8,9,no,no
599,9,10,no,no
600,10,11,no,no
601,11,12,no,no
602,13,12,no,yes
603,14,13,no,yes
604,14,15,no,no
605,15,16,no,no
606,16,17,no,no
607,18,17,yes,yes
608,18,19,no,no
609,19,20,no,no
610,21,20,no,yes
611,22,21,no,yes
612,22,23,no,no
613,1,0,no,yes
614,2,1,no,yes
615,2,3,no,no
616,4,3,yes,yes
617,5,4,no,yes
618,5,6,no,no
619,6,7,no,no
620,7,8,no,no
621,1,0,no,yes
622,1,2,no,no
623,3,2,no,yes
624,4,3,no,yes
625,4,5,no,no
626,6,5,no,yes
627,7,6,no,yes
628,8,7,no,yes
629,9,8,no,yes
630,10,9,no,yes
631,11,10,no,yes
632,11,12,no,no
633,13,12,no,yes
634,13,14,no,no
635,1,0,no,yes
636,2,1,no,yes
637,2,3,no,no
638,4,3,no,yes
639,4,5,no,no
640,5,6,no,no
641,7,6,no,yes
642,7,8,no,no
643,9,8,no,yes
644,10,9,no,yes
645,11,10,no,yes
646,11,12,no,no
647,13,12,no,yes
648,13,14,no,no
649,0,1,no,no
650,1,2,no,no
651,3,2,no,yes
652,3,4,no,no
653,5,4,no,yes
654,6,5,no,yes
655,7,6,no,yes
656,8,7,no,yes
657,1,0,no,yes
658,2,1,no,yes
659,3,2,no,yes
660,4,3,no,yes
661,4,5,no,no
662,1,0,no,yes
663,2,1,no,yes
664,2,3,no,no
665,4,3,no,yes
666,4,5,no,no
667,6,5,no,yes
668,7,6,no,yes
669,8,7,no,yes
670,9,8,no,yes
671,10,9,no,yes
672,11,10,no,yes
673,12,11,no,yes
674,13,12,no,yes
675,14,13,no,yes
676,14,15,no,no
677,16,15,no,yes
678,17,16,no,yes
679,17,18,yes,no
680,18,19,no,no
681,19,20,no,no
682,21,20,no,yes
683,22,21,no,yes
684,22,23,no,no
685,0,1,no,no
686,2,1,no,yes
687,3,2,no,yes
688,4,3,no,yes
689,5,4,no,yes
690,6,5,no,yes
691,6,7,no,no
692,8,7,no,yes
693,9,8,no,yes
694,10,9,no,yes
695,10,11,no,no
696,11,12,no,no
697,13,12,no,yes
698,13,14,no,no
699,15,14,no,yes
700,16,15,no,yes
701,17,16,no,yes
702,18,17,no,yes
703,19,18,no,yes
704,19,20,no,no
705,0,1,no,no
706,2,1,no,yes
707,3,2,no,yes
708,3,4,no,no
709,4,5,no,no
710,6,5,no,yes
711,6,7,no,no
712,8,7,no,yes
713,8,9,no,no
714,10,9,no,yes
715,10,11,no,no
716,11,12,no,no
717,12,13,no,no
718,14,13,no,yes
719,15,14,yes,yes
720,16,15,no,yes
721,16,17,no,no
722,18,17,no,yes
723,19,18,no,yes
724,19,20,no,no
725,20,21,no,no
726,22,21,no,yes
727,23,22,no,yes
728,0,1,no,no
729,1,2,no,no
730,2,3,no,no
731,3,4,no,no
732,4,5,no,no
733,5,6,no,no
734,6,7,no,no
735,7,8,no,no
736,9,8,no,yes
737,10,9,no,yes
738,10,11,no,no
739,11,12,no,no
740,12,13,no,no
741,13,14,no,no
742,14,15,no,no
743,16,15,no,yes
744,17,16,no,yes
745,1,0,no,yes
746,2,1,no,yes
747,3,2,no,yes
748,4,3,no,yes
749,5,4,no,yes
750,5,6,no,no
751,6,7,no,no
752,8,7,no,yes
753,8,9,no,no
754,9,10,no,no
755,11,10,no,yes
756,12,11,no,yes
757,13,12,no,yes
758,14,13,no,yes
759,15,14,no,yes
760,16,15,no,yes
761,16,17,no,no
762,17,18,no,no
763,19,18,no,yes
764,19,20,no,no
765,20,21,no,no
766,22,21,no,yes
767,23,22,no,yes
768,1,0,no,yes
769,2,1,no,yes
770,2,3,no,no
771,4,3,no,yes
772,4,5,no,no
773,6,5,no,yes
774,7,6,no,yes
775,7,8,no,no
776,9,8,no,yes
777,9,10,no,no
778,11,10,no,yes
779,12,11,no,yes
780,13,12,no,yes
781,13,14,no,no
782,15,14,no,yes
783,15,16,no,no
784,17,16,yes,yes
785,17,18,no,no
786,18,19,no,no
787,19,20,no,no
788,20,21,no,no
789,22,21,no,yes
790,23,22,no,yes
791,24,23,no,yes
792,24,25,no,no
793,25,26,no,no
794,26,27,no,no
795,27,28,no,no
796,28,29,no,no
797,29,30,no,no
798,31,30,yes,yes
799,32,31,no,yes
800,32,33,no,no
801,34,33,no,yes
802,35,34,no,yes
803,35,36,no,no
804,36,37,no,no
805,38,37,no,yes
806,1,0,no,yes
807,2,1,no,yes
808,3,2,no,yes
809,4,3,no,yes
810,4,5,no,no
811,6,5,no,yes
812,7,6,no,yes
813,8,7,yes,yes
814,8,9,no,no
815,9,10,no,no
816,10,11,no,no
817,1,0,yes,yes
818,1,2,no,no
819,3,2,no,yes
820,3,4,no,no
821,5,4,no,yes
822,5,6,no,no
823,7,6,no,yes
824,8,7,no,yes
825,8,9,no,no
826,9,10,no,no
827,11,10,no,yes
828,12,11,yes,yes
829,12,13,no,no
830,13,14,no,no
831,1,0,no,yes
832,1,2,no,no
833,2,3,no,no
834,3,4,no,no
835,4,5,no,no
836,6,5,no,yes
837,6,7,no,no
838,7,8,no,no
839,9,8,no,yes
840,10,9,no,yes
841,10,11,no,no
842,0,1,no,no
843,1,2,no,no
844,2,3,no,no
845,4,3,no,yes
846,4,5,no,no
847,5,6,no,no
848,6,7,no,no
849,7,8,no,no
850,9,8,yes,yes
851,9,10,no,no
852,10,11,no,no
853,1,0,no,yes
854,2,1,no,yes
855,2,3,no,no
856,4,3,no,yes
857,5,4,no,yes
858,5,6,no,no
859,6,7,no,no
860,8,7,no,yes
861,9,8,no,yes
862,10,9,no,yes
863,10,11,no,no
864,12,11,no,yes
865,13,12,no,yes
866,14,13,no,yes
867,15,14,no,yes
868,16,15,no,yes
869,17,16,no,yes
870,17,18,no,no
871,19,18,no,yes
872,20,19,no,yes
873,21,20,no,yes
874,22,21,no,yes
875,23,22,no,yes
876,23,24,no,no
877,24,25,no,no
878,25,26,no,no
879,26,27,no,no
880,28,27,no,yes
881,29,28,no,yes
882,30,29,no,yes
883,31,30,no,yes
884,32,31,no,yes
885,1,0,no,yes
886,1,2,no,no
887,2,3,no,no
888,4,3,no,yes
889,5,4,no,yes
890,6,5,no,yes
891,6,7,no,no
892,7,8,no,no
893,8,9,no,no
894,9,10,no,no
895,10,11,no,no
896,11,12,no,no
897,12,13,no,no
898,14,13,no,yes
899,15,14,no,yes
900,16,15,no,yes
901,17,16,no,yes
902,0,1,no,no
903,2,1,no,yes
904,2,3,no,no
905,3,4,no,no
906,5,4,no,yes
907,6,5,no,yes
908,7,6,no,yes
909,8,7,no,yes
910,8,9,no,no
911,10,9,no,yes
912,10,11,no,no
913,12,11,no,yes
914,12,13,no,no
915,13,14,no,no
916,14,15,no,no
917,16,15,yes,yes
918,16,17,no,no
919,18,17,no,yes
920,19,18,no,yes
921,19,20,no,no
922,1,0,no,yes
923,2,1,no,yes
924,2,3,no,no
925,3,4,no,no
926,4,5,no,no
927,6,5,no,yes
928,7,6,no,yes
929,7,8,no,no
930,9,8,no,yes
931,9,10,no,no
932,11,10,no,yes
933,12,11,no,yes
934,13,12,no,yes
935,14,13,no,yes
936,1,0,no,yes
937,1,2,no,no
938,3,2,no,yes
939,3,4,no,no
940,4,5,no,no
941,6,5,no,yes
942,6,7,no,no
943,8,7,no,yes
944,9,8,no,yes
945,10,9,no,yes
946,11,10,no,yes
947,11,12,no,no
948,12,13,no,no
949,14,13,no,yes
950,14,15,no,no
951,16,15,no,yes
952,16,17,no,no
953,17,18,no,no
954,18,19,no,no
955,19,20,no,no
956,21,20,no,yes
957,22,21,yes,yes
958,22,23,no,no
959,1,0,no,yes
960,1,2,no,no
961,2,3,no,no
962,3,4,no,no
963,4,5,no,no
964,5,6,no,no
965,6,7,no,no
966,7,8,no,no
967,9,8,no,yes
968,10,9,no,yes
969,10,11,no,no
970,11,12,no,no
971,12,13,no,no
972,14,13,no,yes
973,15,14,no,yes
974,16,15,no,yes
975,17,16,no,yes
976,17,18,no,no
977,18,19,no,no
978,19,20,no,no
979,21,20,no,yes
980,22,21,no,yes
981,22,23,no,no
982,1,0,no,yes
983,1,2,no,no
984,2,3,no,no
985,4,3,no,yes
986,5,4,no,yes
987,6,5,no,yes
988,7,6,no,yes
989,7,8,no,no
990,8,9,no,no
991,9,10,no,no
992,10,11,no,no
993,1,0,no,yes
994,2,1,no,yes
995,3,2,no,yes
996,4,3,no,yes
997,4,5,no,no
998,6,5,no,yes
999,6,7,no,no
1000,8,7,no,yes
1001,9,8,no,yes
1002,10,9,yes,yes
1003,11,10,no,yes
1004,11,12,no,no
1005,12,13,no,no
1006,14,13,no,yes
1007,15,14,no,yes
1008,15,16,no,no
1009,16,17,no,no
1010,0,1,no,no
1011,2,1,no,yes
1012,3,2,no,yes
1013,4,3,no,yes
1014,5,4,no,yes
1015,6,5,no,yes
1016,6,7,no,no
1017,8,7,no,yes
1018,9,8,no,yes
1019,9,10,no,no
1020,10,11,no,no
1021,12,11,no,yes
1022,13,12,yes,yes
1023,13,14,no,no
1024,0,1,no,no
1025,1,2,no,no
1026,2,3,no,no
1027,3,4,no,no
1028,5,4,no,yes
1029,6,5,yes,yes
1030,6,7,no,no
1031,8,7,no,yes
1032,8,9,no,no
1033,9,10,no,no
1034,10,11,no,no
1035,11,12,no,no
1036,13,12,no,yes
1037,13,14,no,no
1038,15,14,no,yes
1039,16,15,no,yes
1040,16,17,no,no
1041,18,17,no,yes
1042,19,18,no,yes
1043,19,20,no,no
1044,21,20,no,yes
1045,22,21,no,yes
1046,22,23,no,no
1047,1,0,no,yes
1048,1,2,no,no
1049,3,2,no,yes
1050,3,4,no,no
1051,5,4,no,yes
1052,5,6,no,no
1053,6,7,no,no
1054,7,8,no,no
1055,8,9,no,no
1056,9,10,no,no
1057,11,10,no,yes
1058,12,11,no,yes
1059,12,13,no,no
1060,13,14,no,no
1061,14,15,no,no
1062,15,16,no,no
1063,16,17,no,no
1064,17,18,no,no
1065,18,19,no,no
1066,20,19,no,yes
1067,21,20,no,yes
1068,22,21,yes,yes
1069,23,22,no,yes
1070,0,1,no,no
1071,2,1,no,yes
1072,3,2,no,yes
1073,4,3,no,yes
1074,5,4,no,yes
1075,5,6,no,no
1076,6,7,no,no
1077,7,8,no,no
1078,8,9,no,no
1079,9,10,no,no
1080,10,11,no,no
1081,11,12,no,no
1082,12,13,no,no
1083,14,13,no,yes
1084,15,14,no,yes
1085,16,15,no,yes
1086,17,16,no,yes
1087,18,17,no,yes
1088,18,19,no,no
1089,20,19,no,yes
1090,21,20,no,yes
1091,22,21,no,yes
1092,22,23,no,no
1093,0,1,no,no
1094,2,1,no,yes
1095,3,2,no,yes
1096,3,4,no,no
1097,5,4,no,yes
1098,6,5,no,yes
1099,7,6,no,yes
1100,7,8,no,no
1101,8,9,no,no
1102,9,10,no,no
1103,11,10,no,yes
1104,12,11,no,yes
1105,13,12,no,yes
1106,14,13,no,yes
1107,14,15,no,no
1108,16,15,no,yes
1109,17,16,no,yes
1110,18,17,no,yes
1111,18,19,no,no
1112,20,19,no,yes
1113,1,0,no,yes
1114,2,1,no,yes
1115,3,2,yes,yes
1116,3,4,no,no
1117,5,4,no,yes
1118,5,6,no,no
1119,7,6,no,yes
1120,8,7,no,yes
1121,9,8,no,yes
1122,9,10,no,no
1123,10,11,no,no
1124,11,12,no,no
1125,13,12,no,yes
1126,14,13,no,yes
1127,1,0,yes,yes
1128,1,2,no,no
1129,3,2,no,yes
1130,4,3,no,yes
1131,5,4,no,yes
1132,5,6,no,no
1133,7,6,no,yes
1134,7,8,no,no
1135,8,9,no,no
1136,10,9,no,yes
1137,10,11,no,no
1138,12,11,no,yes
1139,12,13,no,no
1140,13,14,no,no
1141,1,0,no,yes
1142,2,1,no,yes
1143,3,2,no,yes
1144,3,4,no,no
1145,4,5,no,no
1146,6,5,no,yes
1147,7,6,no,yes
1148,8,7,no,yes
1149,9,8,no,yes
1150,10,9,no,yes
1151,11,10,no,yes
1152,11,12,no,no
1153,12,13,no,no
1154,14,13,no,yes
1155,14,15,no,no
1156,16,15,no,yes
1157,17,16,no,yes
1158,18,17,no,yes
1159,19,18,no,yes
1160,20,19,no,yes
1161,1,0,no,yes
1162,2,1,no,yes
1163,3,2,no,yes
1164,3,4,no,no
1165,5,4,no,yes
1166,5,6,no,no
1167,6,7,no,no
1168,7,8,no,no
1169,8,9,no,no
1170,9,10,no,no
1171,11,10,yes,yes
1172,12,11,no,yes
1173,12,13,no,no
1174,13,14,no,no
1175,1,0,no,yes
1176,2,1,no,yes
1177,3,2,no,yes
1178,4,3,no,yes
1179,5,4,no,yes
1180,5,6,no,no
1181,6,7,no,no
1182,7,8,no,no
1183,9,8,no,yes
1184,10,9,no,yes
1185,11,10,no,yes
1186,12,11,no,yes
1187,13,12,no,yes
1188,13,14,no,no
1189,15,14,no,yes
1190,15,16,no,no
1191,16,17,no,no
1192,18,17,no,yes
1193,19,18,no,yes
1194,19,20,no,no
1195,21,20,no,yes
1196,21,22,no,no
1197,23,22,no,yes
1198,23,24,no,no
1199,25,24,no,yes
1200,26,25,no,yes
1201,26,27,no,no
1202,27,28,no,no
1203,29,28,yes,yes
1204,1,0,no,yes
1205,1,2,no,no
1206,2,3,no,no
1207,4,3,no,yes
1208,5,4,no,yes
1209,5,6,no,no
1210,7,6,no,yes
1211,8,7,no,yes
1212,8,9,no,no
1213,9,10,no,no
1214,11,10,yes,yes
1215,0,1,no,no
1216,2,1,no,yes
1217,2,3,no,no
1218,4,3,no,yes
1219,5,4,no,yes
1220,6,5,no,yes
1221,6,7,no,no
1222,8,7,no,yes
1223,9,8,no,yes
1224,9,10,no,no
1225,10,11,no,no
1226,12,11,yes,yes
1227,12,13,no,no
1228,14,13,no,yes
1229,14,15,no,no
1230,15,16,no,no
1231,17,16,no,yes
1232,17,18,no,no
1233,19,18,yes,yes
1234,19,20,no,no
1235,21,20,no,yes
1236,22,21,no,yes
1237,22,23,no,no
1238,0,1,no,no
1239,1,2,no,no
1240,2,3,no,no
1241,4,3,no,yes
1242,5,4,no,yes
1243,6,5,no,yes
1244,7,6,no,yes
1245,7,8,no,no
1246,8,9,no,no
1247,10,9,no,yes
1248,10,11,no,no
1249,12,11,no,yes
1250,12,13,no,no
1251,14,13,no,yes
1252,14,15,no,no
1253,15,16,no,no
1254,16,17,no,no
1255,17,18,no,no
1256,19,18,no,yes
1257,19,20,no,no
1258,20,21,no,no
1259,21,22,no,no
1260,22,23,no,no
1261,24,23,yes,yes
1262,25,24,no,yes
1263,26,25,yes,yes
1264,1,0,no,yes
1265,1,2,no,no
1266,3,2,no,yes
1267,3,4,no,no
1268,5,4,no,yes
1269,6,5,no,yes
1270,7,6,no,yes
1271,8,7,no,yes
1272,9,8,no,yes
1273,10,9,no,yes
1274,10,11,no,no
1275,12,11,no,yes
1276,13,12,no,yes
1277,13,14,no,no
1278,14,15,no,no
1279,16,15,no,yes
1280,17,16,no,yes
1281,18,17,no,yes
1282,18,19,no,no
1283,20,19,yes,yes
1284,21,20,no,yes
1285,21,22,no,no
1286,23,22,no,yes
1287,24,23,no,yes
1288,25,24,no,yes
1289,26,25,no,yes
1290,26,27,no,no
1291,27,28,no,no
1292,28,29,no,no
1293,0,1,no,no
