,step1,step2,prediction,gold
485,4,2,yes,no
486,5,3,yes,no
487,4,6,yes,yes
488,7,5,yes,no
489,6,8,yes,yes
490,7,9,yes,yes
491,8,10,yes,yes
492,11,9,yes,no
493,10,12,yes,yes
494,11,13,yes,yes
495,12,14,yes,yes
496,15,13,yes,no
497,14,16,yes,yes
498,15,17,yes,yes
499,18,16,yes,no
500,17,19,yes,yes
501,20,18,yes,no
502,19,21,yes,yes
503,22,20,yes,no
504,21,23,yes,yes
505,22,24,yes,yes
506,25,23,yes,no
507,26,24,yes,no
508,25,27,yes,yes
509,28,26,yes,no
510,27,29,yes,yes
511,28,30,yes,yes
512,31,29,yes,no
513,30,32,yes,yes
514,33,31,yes,no
515,32,34,yes,yes
516,35,33,yes,no
517,2,0,yes,no
518,1,3,yes,yes
519,4,2,yes,no
520,3,5,yes,yes
521,6,4,yes,no
522,7,5,yes,no
523,6,8,yes,yes
524,9,7,yes,no
525,10,8,yes,no
526,9,11,yes,yes
527,10,12,yes,yes
528,11,13,yes,yes
529,14,12,yes,no
530,15,13,yes,no
531,14,16,yes,yes
532,17,15,yes,no
533,16,18,yes,yes
534,19,17,yes,no
535,20,18,yes,no
536,2,0,yes,no
537,1,3,yes,yes
538,2,4,yes,yes
539,5,3,yes,no
540,6,4,yes,no
541,5,7,yes,yes
542,8,6,yes,no
543,9,7,yes,no
544,8,10,yes,yes
545,11,9,yes,no
546,0,2,yes,yes
547,3,1,yes,no
548,2,4,yes,yes
549,3,5,yes,yes
550,6,4,yes,no
551,5,7,yes,yes
552,8,6,yes,no
553,7,9,yes,yes
554,8,10,yes,yes
555,11,9,yes,no
556,12,10,yes,no
557,13,11,yes,no
558,12,14,yes,yes
559,13,15,yes,yes
560,16,14,yes,no
561,15,17,yes,yes
562,18,16,yes,no
563,17,19,yes,yes
564,18,20,yes,yes
565,19,21,yes,yes
566,22,20,yes,no
567,21,23,yes,yes
568,22,24,yes,yes
569,25,23,yes,no
570,26,24,yes,no
571,27,25,yes,no
572,26,28,yes,yes
573,29,27,yes,no
574,30,28,yes,no
575,29,31,yes,yes
576,30,32,yes,yes
577,0,2,yes,yes
578,1,3,yes,yes
579,4,2,yes,no
580,3,5,yes,yes
581,4,6,yes,yes
582,5,7,yes,yes
583,6,8,yes,yes
584,9,7,yes,no
585,10,8,yes,no
586,11,9,yes,no
587,10,12,yes,yes
588,13,11,yes,no
589,14,12,yes,no
590,13,15,yes,yes
591,14,16,yes,yes
592,15,17,yes,yes
593,18,16,yes,no
594,19,17,yes,no
595,20,18,yes,no
596,21,19,yes,no
597,22,20,yes,no
598,21,23,yes,yes
599,22,24,yes,yes
600,23,25,yes,yes
601,24,26,yes,yes
602,27,25,yes,no
603,28,26,yes,no
604,27,29,yes,yes
605,28,30,yes,yes
606,29,31,yes,yes
607,32,30,yes,no
