,step1,step2,prediction,gold
316,1,2,no,no
317,2,3,no,no
318,4,3,no,yes
319,5,4,no,yes
320,5,6,no,no
321,7,6,no,yes
322,8,7,no,yes
323,9,8,yes,yes
324,10,9,no,yes
325,11,10,no,yes
326,12,11,no,yes
327,13,12,no,yes
328,13,14,no,no
329,15,14,no,yes
330,15,16,no,no
331,16,17,no,no
332,18,17,no,yes
333,19,18,no,yes
334,19,20,no,no
335,20,21,no,no
336,22,21,no,yes
337,22,23,no,no
338,0,1,no,no
339,2,1,no,yes
340,3,2,no,yes
341,4,3,no,yes
342,5,4,no,yes
343,6,5,no,yes
344,6,7,no,no
345,8,7,no,yes
346,9,8,no,yes
347,10,9,no,yes
348,11,10,no,yes
349,11,12,no,no
350,13,12,no,yes
351,13,14,no,no
352,0,1,no,no
353,1,2,no,no
354,2,3,no,no
355,4,3,no,yes
356,4,5,no,no
357,6,5,no,yes
358,7,6,no,yes
359,7,8,no,no
360,9,8,no,yes
361,9,10,no,no
362,10,11,no,no
363,12,11,no,yes
364,12,13,no,no
365,13,14,no,no
366,14,15,no,no
367,16,15,no,yes
368,17,16,no,yes
369,18,17,no,yes
370,19,18,no,yes
371,20,19,no,yes
372,21,20,no,yes
373,21,22,no,no
374,23,22,no,yes
375,24,23,no,yes
376,24,25,no,no
377,26,25,no,yes
378,27,26,no,yes
379,28,27,no,yes
380,28,29,no,no
381,29,30,no,no
382,30,31,no,no
383,32,31,no,yes
384,1,0,no,yes
385,2,1,no,yes
386,3,2,no,yes
387,4,3,no,yes
388,5,4,no,yes
389,6,5,no,yes
390,7,6,no,yes
391,8,7,no,yes
392,9,8,no,yes
393,9,10,no,no
394,11,10,no,yes
395,11,12,no,no
396,12,13,no,no
397,14,13,yes,yes
398,14,15,no,no
399,15,16,no,no
400,16,17,no,no
401,18,17,no,yes
402,18,19,no,no
403,20,19,no,yes
404,21,20,no,yes
405,21,22,yes,no
406,23,22,no,yes
407,23,24,no,no
408,24,25,no,no
409,25,26,no,no
410,0,1,no,no
411,2,1,no,yes
412,3,2,no,yes
413,4,3,no,yes
414,4,5,no,no
415,6,5,no,yes
416,7,6,no,yes
417,8,7,no,yes
418,0,1,no,no
419,2,1,no,yes
420,2,3,no,no
421,3,4,no,no
422,4,5,no,no
423,5,6,no,no
424,7,6,yes,yes
425,8,7,no,yes
426,8,9,no,no
427,9,10,no,no
428,11,10,no,yes
429,11,12,no,no
430,13,12,no,yes
431,14,13,no,yes
432,14,15,no,no
433,16,15,no,yes
434,17,16,yes,yes
435,1,0,no,yes
436,2,1,no,yes
437,3,2,no,yes
438,3,4,no,no
439,4,5,no,no
440,6,5,no,yes
441,6,7,no,no
442,8,7,no,yes
443,8,9,no,no
444,9,10,no,no
445,11,10,no,yes
446,11,12,no,no
447,13,12,yes,yes
448,13,14,yes,no
449,15,14,no,yes
450,15,16,no,no
451,16,17,no,no
452,17,18,no,no
453,18,19,no,no
454,20,19,no,yes
455,21,20,no,yes
456,21,22,no,no
457,23,22,no,yes
458,23,24,no,no
459,24,25,no,no
460,25,26,no,no
461,26,27,no,no
462,28,27,no,yes
463,29,28,no,yes
464,29,30,no,no
465,30,31,no,no
466,32,31,no,yes
467,33,32,no,yes
468,34,33,no,yes
469,35,34,no,yes
470,36,35,yes,yes
471,36,37,no,no
472,38,37,no,yes
473,1,0,yes,yes
474,2,1,no,yes
475,2,3,no,no
476,3,4,no,no
477,5,4,no,yes
478,5,6,no,no
479,7,6,no,yes
480,7,8,no,no
481,9,8,no,yes
482,10,9,no,yes
483,10,11,no,no
484,11,12,no,no
485,13,12,no,yes
486,14,13,no,yes
487,14,15,no,no
488,16,15,no,yes
489,16,17,no,no
490,17,18,no,no
491,18,19,no,no
492,20,19,no,yes
493,20,21,no,no
494,21,22,no,no
495,22,23,no,no
496,1,0,no,yes
497,1,2,no,no
498,2,3,no,no
499,4,3,no,yes
500,4,5,no,no
501,6,5,no,yes
502,6,7,no,no
503,8,7,no,yes
504,8,9,no,no
505,9,10,no,no
506,11,10,no,yes
507,12,11,no,yes
508,12,13,no,no
509,14,13,yes,yes
510,0,1,no,no
511,1,2,no,no
512,3,2,no,yes
513,3,4,no,no
514,5,4,no,yes
515,5,6,no,no
516,7,6,no,yes
517,8,7,no,yes
518,8,9,no,no
519,10,9,no,yes
520,10,11,no,no
521,12,11,no,yes
522,13,12,no,yes
523,13,14,no,no
524,15,14,no,yes
525,16,15,no,yes
526,16,17,no,no
527,17,18,no,no
528,18,19,no,no
529,20,19,no,yes
530,21,20,no,yes
531,21,22,no,no
532,23,22,no,yes
533,23,24,no,no
534,25,24,no,yes
535,26,25,no,yes
536,27,26,no,yes
537,27,28,no,no
538,28,29,no,no
539,30,29,no,yes
540,31,30,no,yes
541,31,32,no,no
542,33,32,yes,yes
543,34,33,no,yes
544,34,35,no,no
545,1,0,no,yes
546,1,2,no,no
547,3,2,no,yes
548,3,4,no,no
549,4,5,no,no
550,6,5,no,yes
551,6,7,no,no
552,8,7,no,yes
553,8,9,no,no
554,9,10,no,no
555,11,10,no,yes
556,12,11,no,yes
557,13,12,no,yes
558,13,14,no,no
559,14,15,no,no
560,16,15,no,yes
561,16,17,no,no
562,18,17,no,yes
563,18,19,no,no
564,19,20,no,no
565,0,1,no,no
566,2,1,no,yes
567,2,3,no,no
568,3,4,no,no
569,5,4,no,yes
570,6,5,no,yes
571,7,6,no,yes
572,7,8,no,no
573,9,8,no,yes
574,10,9,no,yes
575,10,11,no,no
576,0,1,no,no
577,1,2,no,no
578,2,3,no,no
579,4,3,no,yes
580,4,5,no,no
581,5,6,no,no
582,6,7,no,no
583,7,8,no,no
584,9,8,no,yes
585,10,9,no,yes
586,11,10,no,yes
587,11,12,no,no
588,13,12,no,yes
589,14,13,no,yes
590,14,15,no,no
591,15,16,no,no
592,16,17,no,no
593,18,17,no,yes
594,19,18,no,yes
595,20,19,no,yes
596,21,20,no,yes
597,22,21,no,yes
598,22,23,no,no
599,23,24,no,no
600,24,25,no,no
601,25,26,no,no
602,27,26,no,yes
603,28,27,no,yes
604,28,29,no,no
605,29,30,no,no
606,30,31,no,no
607,32,31,no,yes
608,0,1,no,no
609,1,2,no,no
610,3,2,no,yes
611,4,3,no,yes
612,4,5,no,no
613,6,5,no,yes
614,7,6,no,yes
615,7,8,no,no
616,9,8,no,yes
617,10,9,no,yes
618,10,11,no,no
619,11,12,no,no
620,12,13,no,no
621,14,13,no,yes
622,14,15,no,no
623,16,15,no,yes
624,17,16,no,yes
625,17,18,no,no
626,19,18,no,yes
627,20,19,no,yes
628,21,20,no,yes
629,22,21,no,yes
630,23,22,no,yes
631,24,23,no,yes
632,24,25,no,no
633,26,25,no,yes
634,26,27,no,no
635,28,27,no,yes
636,29,28,no,yes
637,29,30,no,no
638,31,30,no,yes
639,31,32,no,no
