,step1,step2,prediction,gold
137,9,14,yes,no
138,5,0,yes,yes
139,1,6,no,no
140,2,7,yes,no
141,3,8,yes,no
142,4,9,no,no
143,5,10,no,no
144,6,11,yes,no
145,0,5,yes,no
146,6,1,yes,yes
147,7,2,yes,yes
148,8,3,yes,yes
149,4,9,yes,no
150,10,5,yes,yes
151,11,6,yes,yes
152,5,0,yes,yes
153,6,1,yes,yes
154,7,2,yes,yes
155,3,8,no,no
156,4,9,no,no
157,10,5,yes,yes
158,11,6,yes,yes
159,12,7,yes,yes
160,13,8,no,yes
161,14,9,yes,yes
162,0,5,no,no
163,6,1,yes,yes
164,7,2,yes,yes
165,3,8,yes,no
166,9,4,no,yes
167,10,5,yes,yes
168,6,11,yes,no
169,12,7,yes,yes
170,13,8,yes,yes
171,9,14,yes,no
172,15,10,yes,yes
173,11,16,no,no
174,17,12,yes,yes
175,18,13,yes,yes
176,14,19,yes,no
177,15,20,yes,no
178,5,0,yes,yes
179,6,1,yes,yes
180,7,2,yes,yes
181,8,3,yes,yes
182,9,4,yes,yes
183,5,10,yes,no
184,11,6,no,yes
185,12,7,yes,yes
186,8,13,no,no
187,14,9,yes,yes
188,15,10,yes,yes
189,16,11,yes,yes
190,12,17,no,no
191,13,18,no,no
192,19,14,yes,yes
193,20,15,yes,yes
194,0,5,no,no
195,6,1,yes,yes
196,2,7,no,no
197,3,8,no,no
198,9,4,yes,yes
199,10,5,yes,yes
200,6,11,no,no
201,7,12,no,no
202,13,8,yes,yes
203,14,9,no,yes
204,5,0,yes,yes
205,6,1,yes,yes
206,7,2,yes,yes
207,8,3,yes,yes
208,4,9,yes,no
209,10,5,yes,yes
210,6,11,yes,no
211,7,12,yes,no
212,13,8,yes,yes
213,14,9,yes,yes
214,15,10,no,yes
215,16,11,yes,yes
216,17,12,yes,yes
217,0,5,no,no
218,1,6,no,no
219,2,7,yes,no
220,8,3,yes,yes
221,9,4,yes,yes
222,5,10,yes,no
223,6,11,yes,no
224,12,7,yes,yes
225,8,13,no,no
226,9,14,no,no
227,0,5,no,no
228,1,6,yes,no
229,7,2,yes,yes
230,8,3,yes,yes
231,9,4,yes,yes
232,5,10,yes,no
233,11,6,yes,yes
234,12,7,yes,yes
235,13,8,yes,yes
236,9,14,no,no
237,15,10,yes,yes
238,11,16,no,no
239,12,17,yes,no
240,18,13,yes,yes
241,14,19,yes,no
242,15,20,yes,no
243,21,16,no,yes
244,22,17,no,yes
245,18,23,no,no
246,0,5,yes,no
247,1,6,yes,no
248,2,7,yes,no
249,3,8,no,no
250,5,0,yes,yes
251,6,1,yes,yes
252,2,7,yes,no
253,8,3,yes,yes
254,4,9,no,no
255,10,5,no,yes
256,6,11,no,no
257,12,7,yes,yes
258,13,8,no,yes
259,9,14,yes,no
260,10,15,yes,no
261,16,11,no,yes
262,12,17,yes,no
263,13,18,no,no
264,19,14,yes,yes
265,20,15,yes,yes
266,21,16,yes,yes
267,17,22,no,no
268,18,23,no,no
269,5,0,yes,yes
270,1,6,no,no
271,7,2,yes,yes
272,8,3,yes,yes
273,9,4,yes,yes
274,5,10,no,no
275,11,6,yes,yes
276,7,12,no,no
277,8,13,no,no
278,14,9,yes,yes
279,5,0,no,yes
280,6,1,yes,yes
281,2,7,no,no
282,3,8,no,no
283,4,9,yes,no
284,5,10,no,no
285,6,11,yes,no
286,7,12,no,no
287,8,13,no,no
288,14,9,yes,yes
289,0,5,no,no
290,6,1,yes,yes
291,7,2,yes,yes
292,8,3,yes,yes
293,9,4,yes,yes
294,10,5,yes,yes
295,11,6,yes,yes
296,12,7,yes,yes
297,8,13,yes,no
298,14,9,yes,yes
299,10,15,yes,no
300,16,11,yes,yes
301,17,12,no,yes
302,13,18,yes,no
303,14,19,yes,no
304,15,20,yes,no
305,5,0,yes,yes
306,1,6,yes,no
307,7,2,no,yes
308,8,3,yes,yes
309,9,4,yes,yes
310,10,5,yes,yes
311,6,11,no,no
312,12,7,yes,yes
313,8,13,yes,no
314,9,14,yes,no
315,15,10,yes,yes
316,11,16,yes,no
317,12,17,no,no
318,5,0,yes,yes
319,6,1,yes,yes
320,2,7,no,no
321,8,3,no,yes
322,9,4,yes,yes
323,10,5,yes,yes
324,11,6,yes,yes
325,12,7,yes,yes
326,13,8,yes,yes
327,14,9,yes,yes
328,10,15,yes,no
329,16,11,yes,yes
330,12,17,yes,no
331,13,18,yes,no
332,19,14,yes,yes
333,20,15,yes,yes
334,16,21,yes,no
335,17,22,yes,no
336,23,18,yes,yes
337,0,5,no,no
338,1,6,no,no
339,7,2,no,yes
340,8,3,no,yes
341,9,4,yes,yes
342,10,5,yes,yes
343,11,6,yes,yes
344,7,12,no,no
345,13,8,yes,yes
346,14,9,no,yes
347,5,0,no,yes
348,6,1,yes,yes
349,2,7,no,no
350,8,3,yes,yes
351,4,9,no,no
352,5,10,yes,no
353,6,11,yes,no
354,7,12,no,no
355,13,8,yes,yes
356,9,14,no,no
357,5,0,yes,yes
358,6,1,yes,yes
359,2,7,no,no
360,8,3,yes,yes
361,4,9,yes,no
362,5,10,no,no
363,11,6,yes,yes
364,0,5,yes,no
365,1,6,yes,no
366,2,7,yes,no
367,8,3,yes,yes
368,9,4,yes,yes
369,10,5,yes,yes
370,11,6,yes,yes
371,12,7,no,yes
372,13,8,yes,yes
373,9,14,yes,no
374,15,10,no,yes
375,16,11,yes,yes
376,12,17,no,no
377,18,13,yes,yes
378,19,14,yes,yes
379,20,15,yes,yes
380,16,21,yes,no
381,17,22,yes,no
382,18,23,yes,no
383,24,19,yes,yes
384,25,20,no,yes
385,26,21,yes,yes
386,27,22,yes,yes
387,28,23,yes,yes
388,29,24,yes,yes
389,30,25,yes,yes
390,31,26,yes,yes
391,32,27,yes,yes
392,33,28,yes,yes
393,29,34,yes,no
394,35,30,yes,yes
395,31,36,yes,no
396,32,37,no,no
397,38,33,yes,yes
398,0,5,yes,no
399,1,6,yes,no
400,2,7,yes,no
401,8,3,no,yes
402,4,9,yes,no
403,10,5,yes,yes
404,11,6,yes,yes
405,7,12,no,no
406,13,8,yes,yes
407,9,14,no,no
408,10,15,yes,no
409,11,16,no,no
410,12,17,no,no
411,18,13,yes,yes
412,19,14,yes,yes
413,20,15,yes,yes
414,0,5,yes,no
415,6,1,yes,yes
416,7,2,yes,yes
417,8,3,no,yes
418,4,9,yes,no
419,10,5,yes,yes
420,6,11,no,no
421,7,12,no,no
422,8,13,no,no
423,9,14,no,no
424,5,0,yes,yes
425,6,1,yes,yes
426,2,7,no,no
427,3,8,no,no
428,9,4,yes,yes
429,5,10,no,no
430,11,6,yes,yes
431,5,0,yes,yes
432,1,6,no,no
433,7,2,yes,yes
434,8,3,no,yes
435,9,4,yes,yes
436,10,5,yes,yes
437,11,6,yes,yes
438,7,12,no,no
439,8,13,no,no
440,14,9,yes,yes
441,0,5,yes,no
442,6,1,no,yes
443,2,7,yes,no
444,3,8,yes,no
445,9,4,yes,yes
446,5,10,no,no
447,11,6,yes,yes
448,7,12,no,no
449,13,8,yes,yes
450,9,14,yes,no
451,10,15,yes,no
452,11,16,yes,no
453,12,17,no,no
454,5,0,yes,yes
455,6,1,yes,yes
456,2,7,yes,no
457,8,3,yes,yes
458,4,9,yes,no
459,5,10,yes,no
460,6,11,yes,no
461,7,12,no,no
462,13,8,yes,yes
463,14,9,yes,yes
464,10,15,yes,no
465,11,16,yes,no
466,17,12,yes,yes
467,18,13,yes,yes
468,19,14,yes,yes
469,20,15,yes,yes
470,21,16,yes,yes
471,17,22,yes,no
472,23,18,yes,yes
473,5,0,yes,yes
474,6,1,no,yes
475,2,7,no,no
476,3,8,no,no
477,5,0,yes,yes
478,1,6,yes,no
479,7,2,yes,yes
480,3,8,no,no
481,9,4,no,yes
482,10,5,no,yes
483,6,11,yes,no
484,7,12,yes,no
485,13,8,yes,yes
486,14,9,yes,yes
487,0,5,yes,no
488,6,1,yes,yes
489,2,7,yes,no
490,3,8,yes,no
491,4,9,yes,no
492,10,5,yes,yes
493,6,11,yes,no
494,7,12,yes,no
495,8,13,no,no
496,14,9,yes,yes
497,0,5,yes,no
498,1,6,no,no
499,7,2,yes,yes
500,3,8,no,no
501,5,0,yes,yes
502,0,5,yes,no
503,6,1,yes,yes
504,2,7,yes,no
505,3,8,no,no
506,9,4,yes,yes
507,10,5,yes,yes
508,6,11,yes,no
509,12,7,yes,yes
510,8,13,yes,no
511,9,14,yes,no
512,15,10,yes,yes
513,11,16,yes,no
514,17,12,yes,yes
515,13,18,yes,no
516,19,14,no,yes
517,20,15,yes,yes
518,16,21,no,no
519,22,17,yes,yes
520,18,23,no,no
521,5,0,yes,yes
522,6,1,yes,yes
523,2,7,yes,no
524,8,3,yes,yes
525,9,4,yes,yes
526,5,10,no,no
527,6,11,no,no
528,7,12,yes,no
529,13,8,yes,yes
530,14,9,no,yes
531,10,15,yes,no
532,16,11,yes,yes
533,12,17,no,no
534,18,13,yes,yes
535,19,14,no,yes
536,20,15,yes,yes
537,0,5,no,no
538,1,6,no,no
539,7,2,yes,yes
540,8,3,no,yes
541,4,9,no,no
542,10,5,no,yes
543,11,6,yes,yes
544,7,12,yes,no
545,13,8,yes,yes
546,9,14,yes,no
547,15,10,yes,yes
548,11,16,yes,no
549,12,17,yes,no
550,18,13,no,yes
551,14,19,yes,no
552,20,15,yes,yes
553,16,21,yes,no
554,17,22,no,no
555,23,18,yes,yes
556,5,0,yes,yes
557,6,1,yes,yes
558,2,7,no,no
559,3,8,yes,no
560,9,4,yes,yes
561,5,10,yes,no
562,11,6,no,yes
563,7,12,yes,no
564,8,13,no,no
565,9,14,no,no
566,15,10,yes,yes
567,11,16,no,no
568,12,17,no,no
569,5,0,yes,yes
570,6,1,no,yes
571,7,2,yes,yes
572,3,8,no,no
573,9,4,yes,yes
574,10,5,yes,yes
575,6,11,no,no
576,7,12,yes,no
577,8,13,yes,no
578,9,14,yes,no
579,15,10,no,yes
580,11,16,yes,no
581,12,17,yes,no
582,13,18,no,no
583,14,19,no,no
584,20,15,yes,yes
585,21,16,yes,yes
586,22,17,no,yes
587,18,23,yes,no
588,5,0,yes,yes
589,6,1,yes,yes
590,2,7,yes,no
591,3,8,yes,no
592,4,9,yes,no
593,10,5,yes,yes
594,11,6,yes,yes
595,12,7,yes,yes
596,13,8,yes,yes
597,14,9,yes,yes
598,10,15,yes,no
599,11,16,yes,no
600,12,17,yes,no
601,13,18,yes,no
602,19,14,no,yes
603,20,15,no,yes
604,16,21,no,no
605,17,22,yes,no
606,18,23,yes,no
607,24,19,yes,yes
608,20,25,no,no
609,21,26,yes,no
610,27,22,yes,yes
611,28,23,no,yes
612,24,29,yes,no
613,30,25,no,yes
614,31,26,no,yes
615,27,32,yes,no
616,33,28,yes,yes
617,34,29,yes,yes
618,30,35,yes,no
619,31,36,yes,no
620,32,37,no,no
621,38,33,yes,yes
622,0,5,yes,no
623,6,1,yes,yes
624,7,2,yes,yes
625,3,8,yes,no
626,9,4,yes,yes
627,10,5,yes,yes
628,11,6,yes,yes
629,5,0,yes,yes
630,6,1,yes,yes
631,7,2,yes,yes
632,3,8,yes,no
633,9,4,yes,yes
634,5,10,yes,no
635,11,6,yes,yes
636,12,7,yes,yes
637,8,13,no,no
638,14,9,yes,yes
639,0,5,no,no
640,1,6,yes,no
641,7,2,yes,yes
642,3,8,yes,no
643,9,4,yes,yes
644,10,5,yes,yes
645,11,6,yes,yes
646,0,5,yes,no
647,6,1,yes,yes
648,2,7,no,no
649,3,8,no,no
650,4,9,no,no
651,10,5,yes,yes
652,6,11,no,no
653,5,0,yes,yes
654,6,1,yes,yes
655,7,2,yes,yes
656,8,3,yes,yes
657,9,4,yes,yes
658,10,5,yes,yes
659,11,6,yes,yes
660,12,7,yes,yes
661,8,13,no,no
662,14,9,yes,yes
663,15,10,yes,yes
664,11,16,yes,no
665,17,12,yes,yes
666,13,18,yes,no
667,19,14,yes,yes
668,20,15,yes,yes
669,21,16,yes,yes
670,22,17,yes,yes
671,23,18,yes,yes
672,24,19,no,yes
673,25,20,yes,yes
674,26,21,no,yes
675,27,22,yes,yes
676,23,28,no,no
677,29,24,yes,yes
678,30,25,yes,yes
679,26,31,no,no
680,27,32,no,no
681,0,5,no,no
682,6,1,yes,yes
683,7,2,no,yes
684,3,8,no,no
685,4,9,yes,no
686,10,5,yes,yes
687,11,6,no,yes
688,12,7,yes,yes
689,13,8,yes,yes
690,14,9,yes,yes
691,10,15,no,no
692,16,11,yes,yes
693,17,12,yes,yes
694,5,0,yes,yes
695,1,6,yes,no
696,2,7,no,no
697,8,3,yes,yes
698,4,9,yes,no
699,10,5,yes,yes
700,11,6,yes,yes
701,12,7,yes,yes
702,13,8,yes,yes
703,14,9,no,yes
704,10,15,yes,no
705,11,16,no,no
706,17,12,yes,yes
707,18,13,yes,yes
708,14,19,no,no
709,15,20,no,no
710,5,0,yes,yes
711,1,6,no,no
712,7,2,yes,yes
713,3,8,no,no
714,9,4,yes,yes
715,5,10,yes,no
716,6,11,yes,no
717,7,12,no,no
718,13,8,yes,yes
719,14,9,yes,yes
720,5,0,yes,yes
721,1,6,no,no
722,7,2,yes,yes
723,8,3,yes,yes
724,4,9,no,no
725,5,10,yes,no
726,11,6,no,yes
727,12,7,yes,yes
728,8,13,yes,no
729,9,14,yes,no
730,10,15,yes,no
731,11,16,yes,no
732,12,17,no,no
733,13,18,no,no
734,14,19,yes,no
735,15,20,no,no
736,21,16,yes,yes
737,22,17,yes,yes
738,18,23,no,no
739,0,5,no,no
740,1,6,yes,no
741,2,7,yes,no
742,3,8,yes,no
743,9,4,yes,yes
744,10,5,no,yes
745,11,6,yes,yes
746,12,7,yes,yes
747,13,8,yes,yes
748,14,9,yes,yes
749,15,10,yes,yes
750,11,16,yes,no
751,12,17,yes,no
752,18,13,no,yes
753,14,19,no,no
754,15,20,yes,no
755,21,16,yes,yes
756,22,17,yes,yes
757,23,18,yes,yes
758,5,0,yes,yes
759,6,1,no,yes
760,7,2,yes,yes
761,3,8,yes,no
762,4,9,yes,no
763,10,5,yes,yes
764,6,11,no,no
765,0,5,yes,no
766,6,1,yes,yes
767,7,2,yes,yes
768,8,3,no,yes
769,9,4,yes,yes
770,5,10,yes,no
771,11,6,yes,yes
772,7,12,no,no
773,13,8,yes,yes
774,14,9,yes,yes
775,10,15,no,no
776,16,11,yes,yes
777,12,17,yes,no
778,5,0,yes,yes
779,6,1,yes,yes
780,7,2,yes,yes
781,3,8,yes,no
782,9,4,yes,yes
783,5,10,no,no
784,11,6,yes,yes
785,7,12,yes,no
786,8,13,no,no
787,9,14,no,no
788,0,5,yes,no
789,6,1,yes,yes
790,7,2,yes,yes
791,8,3,yes,yes
792,4,9,no,no
793,5,10,no,no
794,6,11,yes,no
795,7,12,yes,no
796,8,13,no,no
797,9,14,yes,no
798,15,10,yes,yes
799,16,11,yes,yes
800,12,17,yes,no
801,18,13,yes,yes
802,19,14,yes,yes
803,15,20,yes,no
804,16,21,yes,no
805,22,17,yes,yes
806,23,18,yes,yes
807,5,0,yes,yes
808,6,1,yes,yes
809,7,2,yes,yes
810,3,8,no,no
811,9,4,yes,yes
812,10,5,no,yes
813,11,6,yes,yes
814,7,12,yes,no
815,8,13,yes,no
816,9,14,no,no
817,15,10,yes,yes
818,11,16,yes,no
819,17,12,yes,yes
820,13,18,no,no
821,19,14,no,yes
822,15,20,yes,no
823,21,16,yes,yes
824,22,17,yes,yes
825,18,23,no,no
826,0,5,yes,no
827,6,1,yes,yes
828,7,2,yes,yes
829,3,8,no,no
830,4,9,yes,no
831,10,5,yes,yes
832,6,11,yes,no
833,7,12,yes,no
834,8,13,no,no
835,9,14,yes,no
836,15,10,yes,yes
837,11,16,no,no
838,12,17,yes,no
839,18,13,no,yes
840,19,14,no,yes
841,15,20,yes,no
842,16,21,no,no
843,17,22,yes,no
844,18,23,yes,no
845,5,0,yes,yes
846,1,6,yes,no
847,2,7,no,no
848,3,8,no,no
849,4,9,no,no
850,10,5,yes,yes
851,6,11,no,no
852,7,12,no,no
853,13,8,yes,yes
854,14,9,no,yes
855,10,15,no,no
856,16,11,no,yes
857,17,12,yes,yes
858,13,18,no,no
859,14,19,no,no
860,20,15,yes,yes
861,5,0,yes,yes
862,6,1,no,yes
863,2,7,no,no
864,8,3,yes,yes
865,9,4,yes,yes
866,10,5,yes,yes
867,11,6,yes,yes
868,12,7,no,yes
869,13,8,yes,yes
870,9,14,no,no
871,5,0,yes,yes
872,6,1,yes,yes
873,7,2,yes,yes
874,8,3,yes,yes
875,9,4,yes,yes
876,5,10,yes,no
877,6,11,yes,no
878,7,12,yes,no
879,8,13,no,no
880,14,9,yes,yes
881,5,0,no,yes
882,6,1,yes,yes
883,7,2,yes,yes
884,8,3,yes,yes
885,9,4,yes,yes
886,5,10,no,no
887,6,11,no,no
888,12,7,yes,yes
889,13,8,yes,yes
890,14,9,yes,yes
891,10,15,no,no
892,11,16,yes,no
893,12,17,yes,no
894,13,18,yes,no
895,14,19,yes,no
896,15,20,yes,no
897,0,5,no,no
898,6,1,yes,yes
899,7,2,yes,yes
900,8,3,yes,yes
901,9,4,yes,yes
902,5,10,yes,no
903,11,6,yes,yes
904,7,12,yes,no
905,8,13,yes,no
906,14,9,yes,yes
907,5,0,yes,yes
908,6,1,yes,yes
909,7,2,yes,yes
910,3,8,no,no
911,9,4,no,yes
912,5,10,yes,no
913,11,6,yes,yes
914,7,12,yes,no
915,8,13,yes,no
916,9,14,yes,no
917,15,10,yes,yes
918,11,16,yes,no
919,17,12,no,yes
920,18,13,yes,yes
921,14,19,yes,no
922,20,15,no,yes
923,21,16,yes,yes
924,17,22,no,no
925,18,23,yes,no
926,19,24,no,no
927,25,20,yes,yes
928,26,21,yes,yes
929,22,27,no,no
930,28,23,yes,yes
931,24,29,yes,no
932,5,0,yes,yes
933,6,1,yes,yes
934,7,2,yes,yes
935,8,3,no,yes
936,9,4,yes,yes
937,5,10,no,no
938,11,6,yes,yes
939,0,5,no,no
940,1,6,no,no
941,7,2,yes,yes
942,3,8,yes,no
943,9,4,no,yes
944,10,5,yes,yes
945,11,6,no,yes
946,12,7,no,yes
947,8,13,yes,no
948,9,14,yes,no
949,15,10,yes,yes
950,11,16,yes,no
951,17,12,yes,yes
952,13,18,yes,no
953,14,19,yes,no
954,15,20,yes,no
955,16,21,no,no
956,22,17,yes,yes
957,23,18,yes,yes
958,0,5,yes,no
959,6,1,no,yes
960,2,7,yes,no
961,3,8,no,no
962,4,9,no,no
963,5,10,yes,no
964,6,11,no,no
965,7,12,no,no
966,8,13,yes,no
967,14,9,no,yes
968,15,10,yes,yes
969,11,16,no,no
970,12,17,yes,no
971,13,18,no,no
972,19,14,yes,yes
973,20,15,no,yes
974,21,16,yes,yes
975,22,17,yes,yes
976,18,23,yes,no
977,19,24,yes,no
978,20,25,yes,no
979,26,21,yes,yes
980,5,0,yes,yes
981,1,6,yes,no
982,7,2,yes,yes
983,3,8,yes,no
984,4,9,yes,no
985,10,5,yes,yes
986,11,6,yes,yes
987,12,7,yes,yes
988,13,8,yes,yes
989,9,14,yes,no
990,10,15,yes,no
991,11,16,yes,no
992,12,17,yes,no
993,18,13,no,yes
994,19,14,yes,yes
995,20,15,yes,yes
996,21,16,yes,yes
997,17,22,yes,no
998,23,18,yes,yes
999,19,24,yes,no
1000,25,20,no,yes
1001,26,21,yes,yes
1002,27,22,yes,yes
1003,28,23,yes,yes
1004,24,29,no,no
1005,0,5,yes,no
1006,6,1,yes,yes
1007,7,2,yes,yes
1008,3,8,yes,no
1009,4,9,no,no
1010,5,10,no,no
1011,11,6,yes,yes
1012,12,7,no,yes
1013,13,8,yes,yes
1014,14,9,no,yes
1015,5,0,yes,yes
1016,1,6,yes,no
1017,7,2,yes,yes
1018,8,3,yes,yes
1019,4,9,yes,no
1020,5,10,yes,no
1021,11,6,no,yes
1022,12,7,yes,yes
1023,8,13,no,no
1024,9,14,no,no
1025,10,15,yes,no
1026,11,16,no,no
1027,12,17,no,no
1028,18,13,yes,yes
1029,19,14,yes,yes
1030,15,20,yes,no
1031,5,0,yes,yes
1032,1,6,yes,no
1033,2,7,yes,no
1034,3,8,yes,no
1035,4,9,no,no
1036,10,5,yes,yes
1037,6,11,no,no
1038,5,0,yes,yes
1039,6,1,yes,yes
1040,2,7,no,no
1041,8,3,yes,yes
1042,9,4,no,yes
1043,5,10,yes,no
1044,11,6,yes,yes
1045,12,7,yes,yes
1046,8,13,no,no
1047,14,9,yes,yes
1048,10,15,yes,no
1049,16,11,yes,yes
1050,12,17,yes,no
1051,18,13,yes,yes
1052,14,19,yes,no
1053,15,20,no,no
1054,16,21,no,no
1055,17,22,yes,no
1056,18,23,yes,no
1057,24,19,yes,yes
1058,25,20,yes,yes
1059,21,26,yes,no
1060,0,5,yes,no
1061,1,6,yes,no
1062,2,7,yes,no
1063,3,8,yes,no
1064,4,9,yes,no
1065,5,10,yes,no
1066,11,6,yes,yes
1067,12,7,yes,yes
1068,13,8,yes,yes
1069,14,9,yes,yes
1070,10,15,yes,no
1071,16,11,yes,yes
1072,17,12,no,yes
1073,5,0,yes,yes
1074,6,1,yes,yes
1075,2,7,no,no
1076,3,8,no,no
1077,4,9,no,no
1078,5,10,no,no
1079,6,11,yes,no
1080,7,12,no,no
1081,8,13,yes,no
1082,9,14,no,no
1083,15,10,no,yes
1084,16,11,no,yes
1085,17,12,no,yes
1086,18,13,yes,yes
1087,19,14,no,yes
1088,15,20,yes,no
1089,21,16,yes,yes
1090,22,17,yes,yes
1091,23,18,yes,yes
1092,19,24,no,no
1093,20,25,no,no
1094,26,21,yes,yes
1095,5,0,yes,yes
1096,1,6,no,no
1097,7,2,yes,yes
1098,8,3,yes,yes
1099,9,4,yes,yes
1100,5,10,yes,no
1101,6,11,yes,no
1102,7,12,no,no
1103,13,8,yes,yes
1104,14,9,yes,yes
1105,5,0,yes,yes
1106,6,1,yes,yes
1107,2,7,yes,no
1108,8,3,yes,yes
1109,9,4,yes,yes
1110,10,5,yes,yes
1111,6,11,yes,no
1112,12,7,no,yes
1113,13,8,yes,yes
1114,14,9,yes,yes
1115,15,10,yes,yes
1116,11,16,yes,no
1117,17,12,yes,yes
1118,13,18,no,no
1119,19,14,yes,yes
1120,20,15,yes,yes
1121,21,16,yes,yes
1122,17,22,no,no
1123,18,23,yes,no
1124,19,24,no,no
1125,25,20,yes,yes
1126,26,21,yes,yes
1127,5,0,yes,yes
1128,1,6,yes,no
1129,7,2,no,yes
1130,8,3,yes,yes
1131,9,4,no,yes
1132,5,10,yes,no
1133,11,6,yes,yes
1134,7,12,no,no
1135,8,13,no,no
1136,14,9,yes,yes
1137,10,15,no,no
1138,16,11,yes,yes
1139,12,17,no,no
1140,13,18,yes,no
1141,19,14,yes,yes
1142,20,15,yes,yes
1143,21,16,no,yes
1144,17,22,yes,no
1145,18,23,yes,no
1146,5,0,no,yes
1147,6,1,no,yes
1148,7,2,yes,yes
1149,8,3,yes,yes
1150,9,4,yes,yes
1151,10,5,yes,yes
1152,6,11,yes,no
1153,7,12,no,no
1154,13,8,no,yes
1155,9,14,yes,no
1156,15,10,yes,yes
1157,16,11,yes,yes
1158,17,12,yes,yes
1159,18,13,no,yes
1160,19,14,yes,yes
1161,20,15,yes,yes
1162,5,0,yes,yes
1163,6,1,yes,yes
1164,2,7,yes,no
1165,8,3,yes,yes
1166,4,9,yes,no
1167,5,10,no,no
1168,6,11,yes,no
1169,7,12,yes,no
1170,8,13,yes,no
1171,14,9,yes,yes
1172,15,10,yes,yes
1173,11,16,yes,no
1174,12,17,yes,no
1175,18,13,no,yes
1176,19,14,yes,yes
1177,20,15,yes,yes
1178,21,16,yes,yes
1179,22,17,yes,yes
1180,18,23,no,no
1181,19,24,no,no
1182,20,25,yes,no
1183,26,21,yes,yes
1184,27,22,yes,yes
1185,28,23,yes,yes
1186,29,24,no,yes
1187,30,25,no,yes
1188,26,31,no,no
1189,32,27,yes,yes
1190,28,33,yes,no
1191,29,34,no,no
1192,35,30,yes,yes
1193,36,31,yes,yes
1194,32,37,yes,no
1195,38,33,yes,yes
1196,0,5,yes,no
1197,6,1,yes,yes
1198,2,7,yes,no
1199,8,3,no,yes
1200,9,4,yes,yes
1201,5,10,no,no
1202,6,11,yes,no
1203,12,7,yes,yes
1204,13,8,yes,yes
1205,9,14,no,no
1206,10,15,no,no
1207,16,11,yes,yes
1208,17,12,yes,yes
1209,0,5,yes,no
1210,6,1,yes,yes
1211,7,2,yes,yes
1212,3,8,no,no
1213,4,9,no,no
1214,10,5,yes,yes
1215,6,11,yes,no
1216,12,7,no,yes
1217,8,13,no,no
1218,14,9,no,yes
1219,15,10,no,yes
1220,16,11,yes,yes
1221,12,17,yes,no
